Brand,url,title,Network,Price,doc_id,raw_html,Condition,Model,Memory,Bundled Items
Samsung,"https://www.bonanza.com/listings/Samsung-SGH-T819-T-Mobile-Slider/523843769
",Samsung SGH T819 T-Mobile Slider,T-Mobile,29.95,260,.,fair,SGH-T819,16.0,
Samsung,"https://www.bonanza.com/listings/Used-Samsung-Galaxy-Grand-Prime-SM-S920L-Tracfone-Clean-ESN-Grey-8GB-Fair-856/500116827
",Used Samsung Galaxy Grand Prime SM-S920L Tracfone Clean ESN Grey 8GB Fair 856,Unlocked,39.27,261,.,fair, Galaxy S,1.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-II-SCH-R950-16GB-Clean-ESN-Near/486234344
",Samsung Galaxy Note II SCH-R950 - 16GB - Clean ESN -Near,Unlocked,74.2,262,.,fair,Galaxy Note 2,16,
Samsung,"https://www.bonanza.com/listings/Samsung-Gravity-T-SGH-T669-Black-T-Mobile-Cellular-Phone/523534530
",Samsung Gravity T SGH-T669 - Black (T-Mobile) Cellular Phone,T-Mobile,14.68,263,.,fair,Gravity SGH-T669,16,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S6-Edge-Black-Sapphire-32GB-Sprint-/456248545
","Samsung Galaxy S6 Edge, Black Sapphire 32GB (Sprint)",Sprint,213.9,264,.,fair, Galaxy S6 edge,32.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-II-SCH-R950-16GB-Clean-ESN-Near-Mint-Condition/485871982
",Samsung Galaxy Note II - SCH-R950 - 16GB - Clean ESN -Near Mint Condition,Unlocked,74.2,265,.,fair,Galaxy Note 2,16,
Samsung,"https://www.bonanza.com/listings/Used-Samsung-Galaxy-Grand-Prime-SM-S920L-Tracfone-Clean-ESN-Grey-8GB-Good-855/500121097
",Used Samsung Galaxy Grand Prime SM-S920L Tracfone Clean ESN Grey 8GB Good 855,Unlocked,42.08,266,.,fair, Galaxy S,1.0,
Samsung,"https://www.bonanza.com/listings/Samsung-SGH-D807-Black-AT-T-Cellular-Phone/521169549
",Samsung SGH-D807 - Black (AT&T) Cellular Phone,AT&T,14.68,267,.,fair,SGH-D807,8,
Samsung,"https://www.bonanza.com/listings/Good-Samsung-Galaxy-S6-G920A-64GB-Sapphire-Black-AT-T-Unlocked-T-Mobile-/524262974
",Good - Samsung Galaxy S6 G920A 64GB Sapphire Black (AT&T + Unlocked + T-Mobile),Unlocked,189.99,268,.,fair, Galaxy S6,64,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S5-SM-G900W8-16GB-Black-Unlocked-Smartphone-WIND-30-Days-Warranty/525365198
",Samsung Galaxy S5 SM-G900W8 16GB Black Unlocked Smartphone WIND 30 Days Warranty,Unlocked,141.39,269,.,fair, Galaxy S5,16,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-S7-G930a-AT-T-Global-GSM-Unlock-32GB-Smartphone-Gold/526901015
",Mint Samsung Galaxy S7 G930a AT&T Global GSM Unlock 32GB Smartphone Gold,AT&T,237.55,270,.,fair, Galaxy S7,32,"Adapter, Cable"
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S6-SM-G920-32GB-Black-Sapphire-Tracfone-Clean-IMEI-ESN/525692737
",Samsung Galaxy S6 SM-G920 - 32GB - Black Sapphire (Tracfone) Clean IMEI / ESN,Unlocked,118.8,271,.,fair, Galaxy S6,32.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Mega-SGH-I527-6-3-Black-Android-At-T-16GB-Smartphone-Bundle/456534072
","SAMSUNG GALAXY MEGA (SGH-I527) 6.3"" BLACK ANDROID AT&T 16GB SMARTPHONE BUNDLE",AT&T,229.99,272,.,fair, Galaxy Mega SGH-I527,16,"Case, Screen Protector(s)"
Samsung,"https://www.bonanza.com/listings/Pepper-Mint-White-Unlocked-Samsung-Galaxy-S6-More-/452946275
","Pepper ""Mint"" White Unlocked Samsung Galaxy S6 & More!!",Unlocked,279.99,273,.,fair,Galaxy S6,32,Case
Samsung,"https://www.bonanza.com/listings/Samsung-Sgh-X830-Pink-Mini-Handy-Camera-Bluetooth-MP3-Player/493209120
",SAMSUNG SGH X830 PINK MINI HANDY CAMERA BLUETOOTH MP3 PLAYER,Unlocked,327.42,274,.,fair, Focus 2,64.0,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-S6-Sm-G920A-32GB-Gold-At-T-Factory-Unlocked/526894717
",Mint Samsung Galaxy S6 SM - G920A - 32GB - Gold (AT&T) FACTORY UNLOCKED,Unlocked,168.25,275,.,fair, Galaxy S6,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S-IV-SGH-I337-Latest-Model-16GB-White-Unlocked-Smartphone-Warrant/517015060
",Samsung Galaxy S IV SGH-I337 Latest Model 16GB White Unlocked Smartphone Warrant,Unlocked,101.89,276,.,fair, Galaxy S4,16,
Samsung,"https://www.bonanza.com/listings/Samsung-SCH-U410-Gray-Verizon-Flip-Cell-Phone-Clean-ESN/522832735
","Samsung SCH-U410 Gray Verizon Flip Cell Phone, Clean ESN",Verizon,14.85,277,.,fair,SCH-U410,16.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S-Ii-Skyrocket-4G-Black-SGH-I727-Clean-Imei-Esn/499045631
","Samsung Galaxy S II Skyrocket 4G, Black SGH-I727 Clean IMEI / ESN",Unlocked,34.65,278,.,fair, Galaxy S,1.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Intensity-II-SCH-U460-Deep-Gray-Verizon-Cellular-Phone/523333274
",Samsung Intensity II SCH-U460 - Deep Gray (Verizon) Cellular Phone,Verizon,9.7,279,.,fair, Focus 2,1.0,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-S6-Sm-G920A-32GB-White-World-At-T-Factory-Unlocked/526894718
",Mint Samsung Galaxy S6 SM - G920A - 32GB - White World (AT&T) FACTORY UNLOCKED,Unlocked,168.25,280,.,fair, Galaxy S6,32,
Samsung,"https://www.bonanza.com/listings/Marvelous-Mint-Mint-Black-Unlocked-Verizon-Samsung-S8-More-/522941814
","Marvelous ""Mint"" ""Mint"" Black Unlocked Verizon Samsung S8 & More!!",Unlocked,544.99,281,.,fair,Galaxy S8,64,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-5-SM-N920W8-64GB-Black-Unlocked-30-Days-Warranty-Otterbox/512241099
",Samsung Galaxy Note 5 SM-N920W8 64GB Black Unlocked 30 Days Warranty Otterbox,Unlocked,310.24,283,.,fair,Galaxy Note 5,64,
Samsung,"https://www.bonanza.com/listings/White-Samsung-Galaxy-Ace-2-GT-S7560M-w-Case-Charger-Cable-UNLOCKED-No-Contract/523055947
",White Samsung Galaxy Ace 2 GT-S7560M w Case & Charger Cable UNLOCKED No Contract,Unlocked,74.9,284,.,fair, Galaxy Ace 2,4,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Grand-Prime-SM-G530AZ-8GB-White-Cricket-Clean-IMEI-ESN/515384648
",Samsung Galaxy Grand Prime SM-G530AZ - 8GB - White (Cricket) Clean IMEI / ESN,Unlocked,59.4,285,.,fair, Galaxy Grand Prime,8,
Samsung,"https://www.bonanza.com/listings/Gold-Unlocked-Samsung-Galaxy-S7-G930V-G930U-At-T-T-MOBILE-Straight-Talk-9000-9-5/525686746
",GOLD UNLOCKED SAMSUNG GALAXY S7 G930V G930U AT&T T-MOBILE STRAIGHT TALK 9000 9.5,Unlocked,240.0,286,.,fair, Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S4-SCH-R970-Android-Smartphone-US-Cellular/523498676
",Samsung Galaxy S4 SCH-R970 Android Smartphone US Cellular,Unlocked,74.99,287,.,fair, Galaxy S4,16,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-S6-Sm-G920A-32GB-Black-At-T-Factory-Unlocked/526895153
",Mint Samsung Galaxy S6 SM - G920A - 32GB - Black (AT&T) FACTORY UNLOCKED,Unlocked,163.3,288,.,fair, Galaxy S6,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-5-32GB-SM-N920R4-4G-Gsm-Unlocked-Smartphone-Black/523260867
",Samsung Galaxy Note 5 32GB SM-N920R4 - 4G (GSM UNLOCKED) Smartphone | Black,Unlocked,229.0,289,.,fair, Galaxy Note,32,
Samsung,"https://www.bonanza.com/listings/Pre-Owned-Sprint-Samsung-Moment-Slider-Cell-Phone/404054965
",Pre-Owned Sprint Samsung Moment Slider Cell Phone,Sprint,16.83,290,.,fair,Galaxy S3 Mini,8.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S-Ii-Skyrocket-SGH-I727-16GB-White-At-T-Clean-Imei-Esn/512992445
",Samsung Galaxy S II Skyrocket SGH-I727 - 16GB - White (AT&T) Clean IMEI / ESN,AT&T,39.6,291,.,fair,Galaxy S2,16,
Samsung,"https://www.bonanza.com/listings/Really-Good-Blue-Unlocked-Verizon-Samsung-S8-More-/527916883
",Really Good Blue Unlocked Verizon Samsung S8 & More!!,Unlocked,534.99,292,.,fair,Galaxy S8,64,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S4-Mini-SGH-I257-16GB-Pink-At-T-Clean-Imei-Esn/513257466
",Samsung Galaxy S4 mini SGH-I257 - 16GB - Pink (AT&T) Clean IMEI / ESN,AT&T,54.45,293,.,fair, Galaxy S4 Mini,16,
Samsung,"https://www.bonanza.com/listings/T-mobile-Unlocked-Samsung-Galaxy-Note8-SM-N950U-64GB-Midnight-Black-Cl-EAN-Imei/522458521
",T-mobile UNLOCKED Samsung Galaxy Note8 SM-N950U -64GB -Midnight Black CLEAN IMEI,Unlocked,787.74,294,.,fair, Galaxy Note,64,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S5-SM-G900V-16GB-Verizon-GSM-Smartphone-White/522189547
",Samsung Galaxy S5 SM-G900V 16GB (Verizon) GSM Smartphone White,Verizon,159.95,295,.,fair, Galaxy S5,16,Tempered Glass Screen Protector
Samsung,"https://www.bonanza.com/listings/Lot-Of-5-Samsung-Galaxy-S7-G930T-T-MOBILE-Metro-Pcs-Straight-Talk-Great/519051458
",LOT OF 5 SAMSUNG GALAXY S7 G930T T-MOBILE METRO PCS STRAIGHT TALK GREAT,T-Mobile,1120.0,296,.,fair, Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/White-Pepper-Mint-Unlocked-64gb-Samsung-Galaxy-S6-for-Verizon/441447379
",White Pepper Mint Unlocked 64gb Samsung Galaxy S6 for Verizon,Unlocked,289.99,297,.,fair,peppermint,64,Case
Samsung,"https://www.bonanza.com/listings/Really-Unlocked-Really-Good-Samsung-Galaxy-S6-64GB-Really-Black-Sapphire-Verizon/443791296
",Really Unlocked Really Good Samsung Galaxy S6 64GB Really Black Sapphire Verizon,Unlocked,329.99,298,.,fair,Galaxy S6,64,Case
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-J5-2016-4G-LTE-16GB-J510M-DS-5-2-Dual-SIM-GSM-Unlocked-Gold/522522878
","Mint Samsung Galaxy J5 2016 4G LTE 16GB J510M/DS 5.2"" Dual SIM GSM Unlocked Gold",Unlocked,162.95,299,.,fair, Galaxy J5,16,
Samsung,"https://www.bonanza.com/listings/LOCKED-to-Simple-Mobile-by-using-tmobile-network-Samsung-GALAXY-On5-4G-LTE-with/521662349
",LOCKED to Simple Mobile by using tmobile network- Samsung GALAXY On5 4G LTE with,T-Mobile,106.38,300,.,good, Galaxy S,16.0,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-S6-Active-G890A-GSM-Unlocked-64GB-5-1-16MP-Phone-White/522511467
","Mint Samsung Galaxy S6 Active G890A GSM Unlocked 64GB 5.1"" 16MP Phone White",Unlocked,319.95,301,.,fair,Galaxy S6 Active,64,
Samsung,"https://www.bonanza.com/listings/Goody-Goody-Black-Unlocked-Verizon-Samsung-S8-w-VR-More-/527576691
",Goody Goody Black Unlocked Verizon Samsung S8 w VR & More!!,Unlocked,589.99,302,.,fair,Galaxy S8,64,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-Alpha-G850A-GSM-Unlocked-4G-LTE-4-7-32GB-12MP-Phone-Gold/522510926
","Mint Samsung Galaxy Alpha G850A GSM Unlocked 4G LTE 4.7"" 32GB 12MP Phone Gold",Unlocked,127.95,303,.,fair, Galaxy Alpha,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S6-Edge-Plus-64GB-Gold-GSM-Unlocked-AT-T-Smartphone-Please-Read/523554341
",Samsung Galaxy S6 Edge Plus 64GB Gold GSM Unlocked AT&T Smartphone Please Read,Unlocked,257.35,304,.,fair,Galaxy S6 Edge Plus,64,"Adaptor, Cable"
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-II-SCH-R950-16GB-Clean-ESN/521191379
",Samsung Galaxy Note II SCH-R950 - 16GB - Clean ESN,Unlocked,69.25,305,.,fair,Galaxy Note 2,16,
Samsung,"https://www.bonanza.com/listings/Unlocked-Galaxy-S7-G930V-G930U-Verizon-At-T-T-MOBILE-Straight-Talk-9-10-9000/528602590
",UNLOCKED GALAXY S7 G930V G930U VERIZON AT&T T-MOBILE STRAIGHT TALK 9/10 9000,Unlocked,220.0,306,.,fair, Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Gusto-2-SCH-U365-Charcoal-Gray-Verizon-Cellular-Phone-Very-Good-/527702623
",Samsung Gusto 2 SCH-U365 - Charcoal Gray (Verizon) Cellular Phone * Very Good *,Verizon,11.74,307,.,fair,Gusto 2 SCH-U365,8.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Stratosphere-SCH-I405-Black-Verizon-Good-Condition-CLEAN-ESN/521341637
",Samsung Galaxy Stratosphere SCH-I405 Black (Verizon) Good Condition - CLEAN ESN,Verizon,34.44,308,.,fair, Stratosphere,4,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S4-White-16GB-Discounted-/514527287
",Samsung Galaxy S4 White 16GB. DISCOUNTED!,Unlocked,44.99,309,.,fair,Galaxy S4,16,
Samsung,"https://www.bonanza.com/listings/Samsung-Instinct-11-Pc-Accessory-Bundle-2-Batteries-USB-AC-Adapter-Case-Screen/519419281
",Samsung Instinct 11 Pc Accessory Bundle 2 Batteries USB AC Adapter Case Screen,AT&T,29.99,310,.,fair, Focus 2,1.0,
Samsung,"https://www.bonanza.com/listings/Samsung-S7-Verizon/492098170
",Samsung S7 Verizon,Verizon,187,311,.,fair, Focus 2,32.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-J7-SM-J700-16GB-White-Unlocked-Smartphone-WITH-battery/519726248
",Samsung Galaxy J7 SM-J700 - 16GB - White (Unlocked) Smartphone WITH battery,Unlocked,119.99,312,.,fair, Galaxy J7,16,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S3-16GB-Black-Verizon-SCH-I535-Cellular-Phone-Unlocked/514603273
",Samsung Galaxy S3 16GB Black (Verizon) SCH-I535 Cellular Phone Unlocked,Unlocked,25.0,313,.,fair,Galaxy S3,16,
Samsung,"https://www.bonanza.com/listings/UNLOCKED-MINT-Samsung-Note-5-32GB-N920P-White-Gsm-Unlocked/517644766
",UNLOCKED/MINT SAMSUNG NOTE 5 32GB N920P WHITE GSM UNLOCKED,Unlocked,239.99,314,.,fair, Focus 2,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S4-Active-SGH-I537-16GB-Dive-Blue-AT-T-Smartphone-w-Otterbox/480717646
",Samsung Galaxy S4 Active SGH-I537 16GB Dive Blue (AT&T) Smartphone w/ Otterbox,AT&T,96.02,315,.,fair, Galaxy S4,16,
Samsung,"https://www.bonanza.com/listings/Samsung-GT-C5130-Cellphone/474691919
",Samsung GT-C5130 Cellphone,Unlocked,20,316,.,fair, Focus 2,1.0,
Samsung,"https://www.bonanza.com/listings/Sprint-PCS-Vision-Camera-InfoHand-Model-Magic-A100-Compatible-with-Samsung/513141651
",Sprint PCS Vision Camera InfoHand Model Magic A100 Compatible with Samsung,Sprint,9.89,317,.,fair,MAGIC-A100,8.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S7-SM-G930P-Gold-Platinum-Clean-IMEI-Mint-Condition-/490591384
",Samsung Galaxy S7 SM-G930P Gold Platinum Clean IMEI! Mint Condition!,Unlocked,295.0,318,.,fair,Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/Excellent-Mint-Cricket-Samsung-Galaxy-s8-More-/526833553
",Excellent Mint Cricket Samsung Galaxy s8 & More!!,Unlocked,529.99,319,.,fair,Galaxy S8,64,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Century-SCH-S738C-4GB-Gray-TracFone-Smartphone/499727832
",Samsung Galaxy Century SCH-S738C - 4GB - Gray (TracFone) Smartphone,Unlocked,19.79,320,.,fair, Galaxy Centura,4,
Samsung,"https://www.bonanza.com/listings/Us-Cellular-Samsung-Galaxy-S7-Edge-With-Outter-Box/484719572
",Us Cellular Samsung Galaxy S7 Edge With Outter Box,Unlocked,170.0,321,.,fair,Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/-Extras-Excellent-Condition-Galaxy-S5-With-Clean-Imei-Fast-Free-Shipping-/505280387
",+Extras! Excellent Condition Galaxy S5 with Clean IMEI! FAST FREE SHIPPING!!!!!!,Unlocked,167.31,322,.,fair, Galaxy S5,16,USB Charger Cable
Samsung,"https://www.bonanza.com/listings/Good-condition-Samsung-Galaxy-S5-SM-G900H-16-GB-Black-Verizon-PA1-/505280384
",Good condition Samsung Galaxy S5 SM-G900H 16 GB Black Verizon (PA1),Verizon,113.85,323,.,fair, Galaxy S5,16,
Samsung,"https://www.bonanza.com/listings/SAMSUNG-SGH-C450-UNLOCKED-light-weight-reliable-cellphone-for-kids-or-trips/474692705
",SAMSUNG SGH-C450 UNLOCKED - light weight reliable cellphone - for kids or trips,Unlocked,21,324,.,fair, Focus 2,1.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S5-SM-G900V-16GB-Black-Verizon-3-tempered-glass-covers-included/511936579
",Samsung Galaxy S5 SM-G900V 16GB Black Verizon 3 tempered glass covers included,Verizon,95.0,325,.,fair, Galaxy S5,16,
Samsung,"https://www.bonanza.com/listings/Samsung-Note-5-32GB-N920P-Black-Gsm-Unlocked-Excellent-Condition/489746734
",SAMSUNG NOTE 5 32GB N920P BLACK GSM UNLOCKED EXCELLENT CONDITION,Unlocked,239.99,326,.,fair, Focus 2,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-3-Verizon-LTE/499838405
",Samsung Galaxy Note 3 - Verizon LTE,Verizon,200.0,327,.,fair, Galaxy Note 3,32,Extra Cable(s)
Samsung,"https://www.bonanza.com/listings/A-Most-Outstanding-Near-Mint-Orchid-Gray-Unlocked-Samsung-Galaxy-s8-Plus-More-/526896402
",A Most Outstanding Near Mint Orchid Gray Unlocked Samsung Galaxy s8 Plus & More!,Unlocked,559.99,328,.,fair,Galaxy S8 Plus,64,
Samsung,"https://www.bonanza.com/listings/Samsung-Note-5-U-S-Cellular-Black-Lcd-For-Parts-As-Is-2970/513817187
",SAMSUNG NOTE 5 U.S CELLULAR BLACK LCD FOR PARTS AS IS 2970,Unlocked,105.0,329,.,fair,Galaxy Note 5,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S6-SM-G620W8-32GB-White-Unlocked-Smartphone-WIND-Warranty/507102015
",Samsung Galaxy S6 SM-G620W8 32GB White Unlocked Smartphone WIND Warranty,Unlocked,228.2,330,.,fair, Galaxy S6,32,
Samsung,"https://www.bonanza.com/listings/Galaxy-S5-In-Great-Shape-Fast-Free-Shipping-Charger-Cable/505280381
",Galaxy S5 In Great Shape! FAST FREE SHIPPING +charger cable,Unlocked,123.74,331,.,fair, Galaxy S5,16,
Samsung,"https://www.bonanza.com/listings/USED-Samsung-Galaxy-S4-Active-SGH-I537-Urban-Gray-16GB-AT-T-Android/493538883
",USED - Samsung Galaxy S4 Active SGH-I537 Urban Gray 16GB (AT&T) Android,AT&T,69.99,332,.,fair, Galaxy S4,16,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S7-G930T-T-MOBILE-Metro-Pcs-Straight-Talk-Lcd-Burn-Read-9000/521871157
",SAMSUNG GALAXY S7 G930T T-MOBILE METRO PCS STRAIGHT TALK LCD BURN - READ 9000,T-Mobile,210.0,333,.,fair, Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-N915-Galaxy-Note-Edge-32GB-Verizon-Wireless-Smartphone-LCD-Ghost/522295937
",Mint Samsung N915 Galaxy Note Edge 32GB Verizon Wireless Smartphone LCD Ghost,Verizon,158.35,334,.,fair, Galaxy Note Edge,32,
HTC,"https://www.bonanza.com/listings/Samsung-Galaxy-S-Aviator-SCH-R930-US-Cellular-Android-Smartphone-2gb/520149563
",Samsung Galaxy S Aviator SCH-R930 US Cellular Android Smartphone 2gb,Unlocked,22.99,335,.,fair, Galaxy S,2,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S6-SM-G920-32GB-Black-Sapphire-Unlocked-Smartphone-Warranty/507102012
",Samsung Galaxy S6 SM-G920 - 32GB - Black Sapphire (Unlocked) Smartphone Warranty,Unlocked,223.96,336,.,fair, Galaxy S6,32,
Samsung,"https://www.bonanza.com/listings/6-3-Inch-16-GB-Galaxy-Mega-White-Sprint/504502178
","6.3-Inch 16 GB Galaxy Mega, White - Sprint",Sprint,197.95,337,.,fair,Galaxy Mega,8.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S-2-SCH-R760-16GB-Smartphone-US-Cellular-Wiped-Ready-B-Grade/493124318
","Samsung Galaxy S 2 SCH-R760 16GB Smartphone US Cellular, Wiped & Ready B- Grade",Unlocked,43.99,338,.,fair, Galaxy S,16,
Samsung,"https://www.bonanza.com/listings/Very-Mint-Unlocked-Verizon-Samsung-Galaxy-S7-w-VR-More-/526422278
",Very Mint Unlocked Verizon Samsung Galaxy S7 w VR & More!!!,Unlocked,379.99,339,.,fair, Galaxy S7 edge,32,
Samsung,"https://www.bonanza.com/listings/Vintage-Caravelle-Watch-Pendant-Necklace/269602513
",Vintage Caravelle Watch Pendant Necklace,Unlocked,25.69,340,.,fair,Galaxy S3,16,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S6-Edge-SM-G925A-32GB-White-AT-T-SmartPhone-Unlocked-Ghost/523565404
",Samsung Galaxy S6 Edge SM-G925A - 32GB White (AT&T) SmartPhone Unlocked Ghost,Unlocked,168.25,341,.,fair, Galaxy S6 edge,32,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-A5-A510M-2016-Dual-SIM-GSM-Unlocked-16GB-13MP-Phone-Gold/488427429
",Mint Samsung Galaxy A5 A510M 2016 Dual SIM GSM Unlocked 16GB 13MP Phone Gold,Unlocked,237.95,342,.,fair, Galaxy A5,16,
Samsung,"https://www.bonanza.com/listings/Unlocked-Samsung-Galaxy-S7-G930A-At-T-T-MOBILE-Straight-Talk-Good-8-10-9000/521963020
",UNLOCKED SAMSUNG GALAXY S7 G930A AT&T T-MOBILE STRAIGHT TALK GOOD 8/10 9000,Unlocked,235.0,343,.,fair, Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-S4-SGH-I337-4G-LTE-GSM-Unlocked-16GB-5-13MP-Phone-Black/511253904
","Mint Samsung Galaxy S4 SGH-I337 4G LTE GSM Unlocked 16GB 5"" 13MP Phone Black",Unlocked,122.95,344,.,fair, Galaxy S4,16,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-N915-Galaxy-Note-Edge-32GB-Verizon-Wireless-Smartphone-Please-Read/523579492
",Mint Samsung N915 Galaxy Note Edge 32GB Verizon Wireless Smartphone Please Read,Verizon,143.5,345,.,fair, Galaxy Note Edge,32,
Samsung,"https://www.bonanza.com/listings/A-Most-Excellent-Mint-Black-Unlocked-T-mobile-Samsung-S8-w-Warranty-More-/525711313
","A Most Excellent ""Mint"" Black Unlocked T-mobile Samsung S8 w Warranty & More!!",Unlocked,544.99,346,.,fair,Galaxy S8,64,
Samsung,"https://www.bonanza.com/listings/Unlocked-Gold-Samsung-Galaxy-S7-G930A-At-T-T-MOBILE-Straight-Talk-Good-9000-8/522564284
",UNLOCKED GOLD SAMSUNG GALAXY S7 G930A AT&T T-MOBILE STRAIGHT TALK GOOD 9000 8,Unlocked,235.0,347,.,fair, Galaxy S7,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-4-AT-T-Unlocked-32GB-SM-N910T-N910A-Smartphone-Clean-IMEI/455379462
",Samsung Galaxy Note 4 - AT&T Unlocked 32GB SM-N910T N910A Smartphone Clean IMEI,Unlocked,290.0,348,.,fair, Galaxy Note 4,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-5-SM-N920V-32GB-Smartphone-for-Verizon/462261654
",Samsung Galaxy Note 5 SM-N920V 32GB Smartphone for Verizon,Verizon,309.99,350,.,fair,Galaxy Note 5,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-Note-4-AT-T-Unlocked-32GB-SM-N910A-N910T-Smartphone-Clean-IMEI/455379468
",Samsung Galaxy Note 4 - AT&T Unlocked 32GB SM-N910A N910T Smartphone Clean IMEI,Unlocked,290.0,351,.,fair, Galaxy Note 4,32,
Samsung,"https://www.bonanza.com/listings/Icy-Cool-Mint-Blue-Unlocked-Samsung-S8-Plus-More-/525426231
",Icy Cool Mint Blue Unlocked Samsung S8 Plus & More!!,Unlocked,599.99,352,.,fair,Galaxy S8 Plus,64,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S8-SM-G950-64GB-Midnight-Black-Unlocked-Smartphone/481188639
",Samsung Galaxy S8 SM-G950 - 64GB - Midnight Black (Unlocked) Smartphone,Unlocked,789.03,353,.,fair, Galaxy S,64,
Samsung,"https://www.bonanza.com/listings/Mint-Samsung-Galaxy-Note-4-Iv-SM-N910A-32GB-Unlocked-Black-Quad-Hd-5-7-16MP-Nfc/515416793
","Mint Samsung Galaxy Note 4 IV SM-N910A 32GB UNLOCKED Black quadHD 5.7"" 16MP NFC",Unlocked,264.95,354,.,fair, Galaxy Note 4,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S4-mini-16GB-Black-Sprint-Smartphone-Clean-IMEI-ESN/517596420
",Samsung Galaxy S4 mini - 16GB - Black (Sprint) Smartphone Clean IMEI / ESN,Sprint,49.5,355,.,fair, Galaxy S4,16.0,
Samsung,"https://www.bonanza.com/listings/Samsung-Galaxy-S6-SM-G620W8-32GB-Gold-Unlocked-Smartphone-WIND-Warranty/517015414
",Samsung Galaxy S6 SM-G620W8 32GB Gold Unlocked Smartphone WIND Warranty,Unlocked,195.97,356,.,fair, Galaxy S6,32,
Samsung,"https://www.bonanza.com/listings/Samsung-Exhibit-SGH-T759-Black-T-Mobile-Clean-IMEI-ESN/517018017
",Samsung Exhibit SGH-T759 - Black (T-Mobile) Clean IMEI / ESN,T-Mobile,19.8,357,.,fair, Focus 2,1,
Samsung,"https://www.bonanza.com/listings/Unlocked-Galaxy-S7-G930V-G930U-Verizon-At-T-T-MOBILE-Straight-Talk-8-10-9000-U/527535608
",UNLOCKED GALAXY S7 G930V G930U VERIZON AT&T T-MOBILE STRAIGHT TALK 8/10 9000 U,Unlocked,215.0,358,.,fair, Galaxy S7,32,
