Price,Mobile OS,Title,Memory,Carrier,Brand,Condition,Model,Description,,,,,,
250,apple iOS,Apple Watch 2 42mm Space Gray,,Unlocked,Apple,good," watch  2","Upgrading to the plus, too...",,,,,,
250,apple iOS,Apple Watch 2 42mm Space Gray,,Unlocked,Apple,good," watch  2",32gb Unlocked for any Carrier...,,,,,,
250,apple iOS,Apple Watch 2 42mm Space Gray,,Unlocked,Apple,good," watch  2",NO SHIPPING NO PAYPAL...,,,,,,
660,android,UNOPENED Galaxy S8,,Unlocked,Samsung,good,s8,IPhone 6 for sale unlocked can be use with any carrier,,,,,,
50,android,Sprint Samsung galaxy S4 clean esn cell smart phone,,Sprint,Samsung,good,galaxy s4,I have a brand new in box Samsung Galaxy S7 Plus Black TMOBILE,,,,,,
200,apple iOS,IPhone 6,,Unlocked,Apple,good,iphone 6,Purchased from Samsung. I have the original receipt still.,,,,,,
1500,apple iOS,BRAND NEW Apple iPhone X 64GB *SEALED*,64,Unlocked,Apple,fair,"brand new  ",,,,,,,
150,apple iOS,iPhone 5s Space Gray (Unlocked),16,Unlocked,Apple,good,iphone 5s,Bigger battery than the new Note 8!!!!,,,,,,
150,apple iOS,iPhone 5s Space Gray (Unlocked),16,Unlocked,Apple,good,iphone 5s,,,,,,,
599,apple iOS,Brand New Sealed iPhone 7 128GB Black,128,Unlocked,Apple,good,iphone7,Can be available for pickup in Downtown LA or in SGV,,,,,,
200,apple iOS,+ + + UNLOCKED IPHONE6 64GB att + + +,64,AT&T,Apple,fair,iphone 6,,,,,,,
350,apple iOS,iPhone 7 (T-Mobile) $350 OBO // Must Sell ASAP!!!,,T-Mobile,Apple,good,iphone 7,Text me with best offer:,,,,,,
75,apple iOS,Iphone 6s for $75!! A steal must go,,Unlocked,Apple,fair,iphone 6s, ,,,,,,
320,android,"Samsung galaxy note 5 T-mobile , metro pcs , at&T unlocked",,AT&T,Samsung,good,"galaxy  note", or,,,,,,
230,android,SAMSUNG GALAXY S6 UNLOCKED VERIZON T-MOBILE METRO PCS BLACK,,T-Mobile,Samsung,good,"galaxy  s6", ,,,,,,
370,android,"Samsung galaxy s7 edge T-mobile , metro pcs GOLD",,T-Mobile,Samsung,good,"galaxy  s7",,,,,,,
200,apple iOS,iPhone 6 16 GB - Verizon Space Gray - No Siri,16,Verizon,Apple,fair,iphone 6,,,,,,,
240,android,samsung galaxy note edge T-mobile metro pcs,,T-Mobile,Samsung,good,"galaxy  note",,,,,,,
370,android,"Samsung galaxy s7 edge T-mobile , metro pcs GOLD",,T-Mobile,Samsung,good,"galaxy  s7",asking $650 obo,,,,,,
140,android,"Samsung galaxy s5 unlocked T-mobile , metro pcs at&T",,AT&T,Samsung,good,"galaxy  s5",,,,,,,
190,android,"Samsung galaxy note 4 black Verizon unlocked T-mobile , metro pcs ,",4,T-Mobile,Samsung,good,"galaxy  note","PLEASE NO LOWBALLER ITS BRAND NEW, I HAVE RECEIPT  AND CAN MEET UP AT TMOBILE STORE",,,,,,
300,apple iOS,Verizon iPhone 6plus in great condition,16,Verizon,Apple,fair,iphone 6 plus,,,,,,,
140,android,Samsung galaxy s5 white T-mobile metro pcs,,T-Mobile,Samsung,good,"galaxy  s5",CLEAN IMEI CLEAN ESN,,,,,,
200,android,Leeco Le Pro 3 (Mint) +Line,64,Unlocked,LG,good,pro 3,Can be used for Verizon or PagePlus.,,,,,,
190,android,samsung galaxy note 4 t-mobile metro pcs white,,T-Mobile,Samsung,good,"galaxy  note",Very Durable,,,,,,
260,android,samsung galaxy s6 edge unlocked T-mobile metro pcs cricket at&t,,AT&T,Samsung,good,"galaxy  s6",Comes with Charger,,,,,,
50,android,Samsung galaxy note 8 box and accessories AKG HEADPHONE,8,Unlocked,Samsung,good,"galaxy  note",,,,,,,
1400,apple iOS,iPhone X 64 GB and 256 GB Space Gray. ATT and T-Mobile,64,AT&T,Apple,fair,"iphone x  64",For any questions please call or come in,,,,,,
1500,apple iOS,iPHONE X 64 GB UNLOCKED TMOBILE SPACE GRAY,64,T-Mobile,Apple,fair,iphone x,,,,,,,
60,apple iOS,"Cleaning blacklisted IMEI for TMobile, Verizon, and AT&T",,AT&T,Apple,fair,"cleaning blacklisted  imei",iTalk Communication,,,,,,
1300,apple iOS,Iphone X unlocked space gray 64 gb,64,Unlocked,Apple,good,iphone x,"11421 Carson St, STE G",,,,,,
550,apple iOS,iPhone 7 Plus unlocked,128,Unlocked,Apple,good,iphone 7 plus,"Lakewood,CA 90715",,,,,,
450,apple iOS,Gold iPhone 6s PLUS,64,Unlocked,Apple,good,"gold iphone  6s",,,,,,,
1500,apple iOS,Iphone x silver 256 att,256,AT&T,Apple,fair,"iphone x  silver", ,,,,,,
1500,apple iOS,Iphone x silver 256 att,256,AT&T,Apple,fair,"iphone x  silver",,,,,,,
1500,apple iOS,Iphone x silver 256 att,256,AT&T,Apple,fair,"iphone x  silver","(T-Mobile, MetroPCS, Cricket Wireless, H2O Wireless, Verizon, Ultra, Lycamobile, Simple Mobile, Pageplus, Unlocked, GSM, Sprint, Boost Mobile)",,,,,,
1500,apple iOS,Iphone x silver 256 att,256,AT&T,Apple,fair,"iphone x  silver","hello CL, I am selling a 2016 IPhone 6S plus silver that is icloud activation locked.",,,,,,
1500,apple iOS,Iphone x silver 256 att,256,AT&T,Apple,fair,"iphone x  silver",Originally on Verizon network,,,,,,
1500,apple iOS,Iphone x silver 256 att,256,AT&T,Apple,fair,"iphone x  silver",Looking for 199 or open to trades.,,,,,,
1500,apple iOS,Iphone x silver 256 att,256,AT&T,Apple,fair,"iphone x  silver","Email only, no scammers or lowballers",,,,,,
750,android,New unused Galaxy Note 8 t mobile,,Unlocked,Samsung,good,galaxy note 8,Samsung galaxy s6 black T-mobile metro pcs simple mobile,,,,,,
225,apple iOS,iPhone 6,16,Unlocked,Apple,good,iphone 6,,,,,,,
300,apple iOS,iPhone 6 Plus,64,Unlocked,Apple,good,iphone 6 plus,phone is in perfect condition and everything works fine.,,,,,,
600,apple iOS,iPHONE 7 128GB Black and AppleWatch$600OBO,128,Unlocked,Apple,fair,iphone 7,,,,,,,
390,apple iOS,"iPhone 6s Plus 64gb Rose Gold Unlocked (AT&T, T-Mobile)",64,AT&T,Apple,good,iphone 6s plus,phone comes usb and charger,,,,,,
280,android,Samsung Galaxy S6 Edge 32gb Gold *UNLOCKED*,32,Unlocked,Samsung,good,galaxy s6 edge,,,,,,,
680,apple iOS,Apple iPhone 8 plus,64,Unlocked,Apple,good,iphone 8,it has 30 days warranty,,,,,,
670,apple iOS,Apple iPhone 8 plus,64,Unlocked,Apple,good,iphone 8,,,,,,,
670,apple iOS,Apple iPhone 8 plus,64,Unlocked,Apple,good,iphone 8 plus,call or text,,,,,,
285,android,T-Mobile/Metro Samsung Galaxy Note 5,32,T-Mobile,Samsung,fair,note 5, ,,,,,,
220,apple iOS,i phone 4 clean,,Unlocked,Apple,good,"i phone  4",,,,,,,
185,apple iOS,Apple iPhone 5s,16,Unlocked,Apple,good,iphone 5s,,,,,,,
140,apple iOS,iPhone SE Rose Gold,,Unlocked,Apple,fair,se,our address : 12504 vanowen st north hollywood,,,,,,
150,android,Samsung Galaxy S5 Sprint (Excellent condition),,Sprint,Samsung,good,galaxy s 5,I have a iPhone for sale att 16gb clean SIM card charger only,,,,,,
100,android,Samsung j3 eclipse.   Brand new,,Unlocked,Samsung,fair,j3 eclipse,i got this phone brand new sealed original for my girlfriend turns out she likes iphone better.,,,,,,
260,apple iOS,IPhone 6 64gb Gold AT&T,64,AT&T,Apple,good,iphone 6,,,,,,,
275,android,MINT LG V20 (Sprint),64,Sprint,LG,good,v20,my lost your gain,,,,,,
450,apple iOS,Brand New iPhone 6 Never used MINT - $450,64,Unlocked,Apple,good,iphone 6,,,,,,,
180,apple iOS,Iphone 6 64gb verizon unlocked gold,64,Verizon,Apple,fair,iphone 6,phone retail is $694.99 plus tax ~ $760 range.,,,,,,
260,android,"Samsung Galaxy Note 5 (Sprint, 32 gb)",32,Sprint,Samsung,good,galaxy note 5,,,,,,,
160,android,MINT Unlocked LG G4,32,Unlocked,LG,good,g4,I'm asking $550 obo please no lowballers THIS IS BRAND NEW IN BOX Factory UNLOCKED,,,,,,
140,apple iOS,Silver T-mobile iPhone 5s 16GB,16,T-Mobile,Apple,good,iphone 5s,,,,,,,
45,apple iOS,Iphone screen repair,,Unlocked,Apple,good,"iphone screen  repair",Product Features,,,,,,
45,apple iOS,IPhone screen repair (best price guarante),,Unlocked,Apple,fair,"iphone screen  repair",,,,,,,
45,apple iOS,Cell phone repair,,Unlocked,Apple,fair,"cell phone  repair",Quad-core Snapdragon 820 processor and 4GB of RAM,,,,,,
140,android,Pick up today!!! LG G2,,Unlocked,LG,good,g2,,,,,,,
140,apple iOS,Unlocked Apple iPhone 5S,16,Unlocked,Apple,good,iphone 5s,4G LTE speed,,,,,,
140,android,Pick up today!!! LG G2,,Unlocked,LG,good,g2,"Provides fast Web connection for downloading apps, streaming content and staying connected with social media.",,,,,,
175,apple iOS,iPhone 6,,Unlocked,Apple,good,iphone 6,,,,,,,
150,android,Samsung Galaxy s4,5,Unlocked,Samsung,good,galaxy s4,"5.5"" Quad HD Super AMOLED touch screen",,,,,,
550,apple iOS,IPhone 7 Plus 128GB Tmobile / metro pcs,128,T-Mobile,Apple,fair,iphone 7 plus,Extra-large screen is matched with a slim body,,,,,,
300,apple iOS,iPhone 6 s perfect condition asking 300,64,Unlocked,Apple,good,iphone 6s,,,,,,,
50,apple iOS,Thule atmos x4 IPHONE 6 Plus,,Unlocked,Apple,good,"thule atmos  x4",12Mega Pixel Camera for Full HD video recording,,,,,,
200,apple iOS,iPhone 6plus AT&T,,AT&T,Apple,good,6 plus,,,,,,,
600,apple iOS,Iphone X,64,Unlocked,Apple,good,iphone x,32GB internal memory plus microSD slot,,,,,,
400,apple iOS,iPhone 6plus white tmobile 16 GB LIKE NEW,16,T-Mobile,Apple,fair,iphone 6 plus,,,,,,,
550,apple iOS,IPhone 7 Plus 128GB Tmobile / metro pcs,128,T-Mobile,Apple,fair,iphone 7 plus, mobile hotspot,,,,,,
80,apple iOS,iPhone 6 unlocked has issue connecting to iTunes cracked screen,16,Unlocked,Apple,fair,"iphone 6  unlocked",,,,,,,
240,android,At&t samsung galaxy note 5 UNLOCKED,32,AT&T,Samsung,good,"at&t   galaxy",Heart rate sensor lets you measure your heart rate through your fingertip,,,,,,
240,android,At&t samsung galaxy note 5 UNLOCKED,32,AT&T,Samsung,good,"at&t   galaxy",,,,,,,
240,android,Tmobile t-mobile samsung galaxy s7,32,T-Mobile,Samsung,good,tmobile t-mobile,Your fingerprint keeps your phone secure,,,,,,
400,apple iOS,T-Mobile tmobile iphone 7 plus 32GB,32,T-Mobile,Apple,good,"t-mobile tmobile  iphone",,,,,,,
350,apple iOS,iPhone 6s Plus 16GB gold unlocked with box (Like New),16,Unlocked,Apple,good,iphone 6 plus,,,,,,,
1500,apple iOS,Iphone X 64 gb silver,64,Unlocked,Apple,good,iphone x,plug and play,,,,,,
350,apple iOS,iPhone 6s Plus 16GB unlcoked,16,Unlocked,Apple,good,iphone 6 plus,,,,,,,
1399,apple iOS,iPhone X 64GB Space Gray GSM UNLOCKED NOVEMBER 3rd,64,Unlocked,Apple,fair,iphone x 64gb space gray gsm,"metro pcs,",,,,,,
260,apple iOS,Apple Watch series 2 42mm,,Unlocked,Apple,good," watch  series",cricket wireless,,,,,,
170,apple iOS,Apple iPhone iPhone 5s Factory Unlocked,16,Unlocked,Apple,good,iphone 5s,att  at&t,,,,,,
60,apple iOS,iPhone 7/7 Plus - $60,5,Unlocked,Apple,good,iphone 7/7 plus,tmobile simple choice,,,,,,
240,android,At&t samsung galaxy s7,32,AT&T,Samsung,good,"at&t   galaxy",iPhone 7 Plus 128 gb,,,,,,
340,android,MINT Unlocked Samsung Galaxy S7 Edge + Warranty,24,Unlocked,Samsung,good,galaxy s7 edge,Excellent Shape and works perfectly.,,,,,,
350,android,Samsung S8,,Unlocked,Samsung,good,s8,Upgrading to the iPhone X,,,,,,
250,apple iOS,Unlocked iPhone 6 64GB Gold,64,Unlocked,Apple,good,iphone6 ,$700 or best offer,,,,,,
425,apple iOS,Unlocked iPhone 6S 128GB Silver,128,Unlocked,Apple,good,6s 128gb,No lowball offers,,,,,,
250,android,SAMSUNG GALAXY S7 - TMOBILE,,T-Mobile,Samsung,fair,"galaxy  s7",Unlocked has been used for Sprint and AT&T,,,,,,
1450,apple iOS,Nov 03 - Unlocked iPhone X 64GB Space Gray,64,Unlocked,Apple,good,iphone x,Only used since August,,,,,,
600,android,Samsung Galaxy S7 Edge,,Unlocked,Samsung,fair,"galaxy  s7",iPhone 7 Plus 128 gb,,,,,,
230,android,Gold Samsung Galaxy S6 unlocked,,Unlocked,Samsung,good,galaxy s6,Excellent Shape and works perfectly.,,,,,,
150,android,LG V10,,Unlocked,LG,good,lg v10,Upgrading to the iPhone X,,,,,,
250,android,At&t samsung galaxy note 5 64gb. UNLOCKED,64,AT&T,Samsung,good,"at&t   galaxy",$700 or best offer,,,,,,
60,apple iOS,"MEGA PARTY RENTAL__TACO CATERING_CANOPY, TABLES, CHAIRS___LOW PRICES",3,Unlocked,Apple,good,"mega party  rental__taco",No lowball offers,,,,,,
40,apple iOS,White iPhone 5c,,Unlocked,Apple,good,"white iphone  5c",Unlocked has been used for Sprint and AT&T,,,,,,
299,apple iOS,gray !  factory unlock--  IPHONE6S----64GB!  INTENATIONAL OK,64,Unlocked,Apple,fair,"gray !  factory",Only used since August,,,,,,
120,apple iOS,Apple iPhone 6 -- 64GB -- Space Gray (Unlocked) Smartphone,64,Unlocked,Apple,fair,iphone 6,Used for 1 year,,,,,,
600,apple iOS,Unlocked Verizon iPhone 7 Matte Black 256GB AppleCare+ Box Accesories,256,AT&T,Apple,good,iphone 7,1 year,,,,,,
445,apple iOS,T------MOBILE!    IPHONE7----PLUS! 32GB!  MINT CONDITION!  METRO OK,32,T-Mobile,Apple,fair,"t------mobile! iphone7----plus!  32gb!",1 year,,,,,,
1500,apple iOS,iPhone X 256GB Space Gray Unlocked AT&T T-Mobile GSM,256,AT&T,Apple,good,iphone x,1 year use,,,,,,
199,apple iOS,Apple iPhone 6 Plus 64GB Silver Sprint Smartphone READ THE DESCRIPTIO,64,Sprint,Apple,good," iphone  6",1 year use,,,,,,
470,apple iOS,iphone 7 Black Tmobile Still Under Warrantee 128GB,128,T-Mobile,Apple,fair,iphone 7,Silver iPhone 6,,,,,,
600,apple iOS,iPhone 7 Plus 256GB Jet Black AT&T,256,AT&T,Apple,good,iphone 7 plus,,,,,,,
280,android,Samsung Galaxy S7 Unlocked Verizon Tmobile Metro ATT Cricket Straight,,AT&T,Samsung,fair,"galaxy  s7",16 GB,,,,,,
1400,apple iOS,Apple iPhone X Verizon 64gb Silver,64,Verizon,Apple,good,iphone x,,,,,,,
499,apple iOS,Iphone 7 Plus,32,Unlocked,Apple,good,7plus,Screen brand new,,,,,,
120,apple iOS,brand new beats solo 3 powerbeats3,,Unlocked,Apple,fair,"brand new  beats",,,,,,,
100,apple iOS,Iphone$$ 1/2 of any BlLL AND RENT $$,,Unlocked,Apple,fair,"iphone$$ 1/2  of",Unlocked,,,,,,
100,apple iOS,Iphone$$ 1/2 of any BlLL AND RENT $$,,Unlocked,Apple,fair,"iphone$$ 1/2  of",,,,,,,
300,apple iOS,Apple Watch 2 42mm,,Unlocked,Apple,good," watch  2",No charger,,,,,,
550,apple iOS,iphone 7 Verizon 128GB,128,Verizon,Apple,fair,iphone 7,"I am selling my iphone 6 (64GB) from AT&T. Overall, it is in great condition with very minor nicks.",,,,,,
47,apple iOS,Arreglamos pantalla o vidrio quebrado de iphone 6 plus,70,Unlocked,Apple,fair,"arreglamos pantalla  o",,,,,,,
42,apple iOS,Iphone 6 broken Screen replacement,6,Unlocked,Apple,fair,iphone 6,Phone is clean and ready to be activated.,,,,,,
350,apple iOS,Iphone 7 plus matte black and jet black 128gb,128,AT&T,Apple,good,iphone 7 plus,,,,,,,
275,apple iOS,iPhone 6 Plus gold unlocked,,Unlocked,Apple,good,"iphone 6  plus","Recently upgraded to the 8, no need for this one any longer.",,,,,,
59,android,Samsung Galaxy Grand Prime (T-Mobile),8,T-Mobile,Samsung,good,sm-g530t,,,,,,,
149,apple iOS,IPhone 5S,32,Unlocked,Apple,good,me355ll/a,The phone does have a screen protector on there and I can throw in a extra.,,,,,,
80,other,iPhone 5 for Sale !!!,,Unlocked,Apple,fair,iphone 5,,,,,,,
110,apple iOS,"iphone 5c 16gb blue unlocked T-mobile , metro pcs at&t",16,AT&T,Apple,good,"iphone 5c  16gb",It also comes with its charger. Asking $220.00,,,,,,
150,apple iOS,iPhone 5S 16GB TMobile Unlocked,16,T-Mobile,Apple,good,iphone 5s 16gb,,,,,,,
1400,apple iOS,Iphone X 64gb Unlocked,64,Unlocked,Apple,fair,"iphone x  64gb",Please call me @,,,,,,
80,apple iOS,IPhone 5  $80 obo,,Unlocked,Apple,good,"iphone 5  $80", ,,,,,,
550,apple iOS,iphone 7 plus BRAND NEW,32,Unlocked,Apple,good,iphone 7 plus, (Kenny V.) (No paypal or shipping options / I only meet in person),,,,,,
550,apple iOS,iphone 7 plus BRAND NEW,32,Unlocked,Apple,good,iphone 7 plus,,,,,,,
265,apple iOS,iPhone 6plus,,Unlocked,Apple,fair,iphone 6 plus,I can meet early in the am's before 10am or after 7pm on the weekdays.,,,,,,
200,apple iOS,Unlocked iPhone 6 plus 64gb w/ Touch Disease,64,Unlocked,Apple,good,"unlocked iphone  6",,,,,,,
500,android,Galaxy S8 Plus - Unlocked,,Unlocked,Samsung,good,s8 plus,Anytime on the weekends.,,,,,,
475,apple iOS,iPhone 7 Plus 32 GB ROSE GOLD,32,Unlocked,Apple,good,iphone 7 plus,macOS Sierra,,,,,,
219,apple iOS,"Like new Iphone 6 Sprint, Boost Mobile",9014,Sprint,Apple,good,"like new  iphone",Processor: 1.7 GHz Intel Core i7,,,,,,
500,apple iOS,***** IPHONE 7 PLUS FOR T-MOBILE MINT CONDITION,32,T-Mobile,Apple,good,"***** iphone  7",Memory 8 GB 1600 MHz DDR3,,,,,,
150,apple iOS,Apple AirPods l@@k,,Unlocked,Apple,fair," airpods  l@@k",Hard Drive: 500GB,,,,,,
520,apple iOS,"New Apple Watch Series 3 Cellular and GPS Space Gray 42""",,Unlocked,Apple,good,"new   watch",Graphics: Intel HD Graphics 5000 1536 MB,,,,,,
520,apple iOS,"New Apple Watch Series 3 Cellular and GPS Space Gray 42""",,Unlocked,Apple,good,"new   watch",Battery Cycle: 200,,,,,,
520,apple iOS,"New Apple Watch Series 3 Cellular and GPS Space Gray 42""",,Unlocked,Apple,good,"new   watch","Samsung galaxy s6 edge T-mobile , metro pcs white",,,,,,
45,apple iOS,FERRARI IPHONE 5,,Unlocked,Apple,fair,fef12hcp5dg,,,,,,,
1500,apple iOS,IPHONE X Space Gray 256gb,256,Unlocked,Apple,fair,"iphone x  space",phone is in perfect condition and everything works fine.,,,,,,
90,apple iOS,AT&T iPhone 6,64,AT&T,Apple,good,"at&t iphone  6",,,,,,,
1500,apple iOS,***** IPHONE X FOR T-MOBILE BRAND NEW IN BOX***,64,T-Mobile,Apple,good,iphone 7 plus,phone comes with usb and charger,,,,,,
500,apple iOS,IPHONE 6 PLUS 128 GB,128,Unlocked,Apple,good,iphone 6 plus,,,,,,,
500,apple iOS,IPHONE 6 PLUS 128 GB,128,Unlocked,Apple,fair,iphone 6 plus,it has 30 days warranty,,,,,,
320,android,Samsung galaxy note 5 T-mobile metro pcs blue,,T-Mobile,Samsung,good,"galaxy  note",,,,,,,
260,android,"Samsung galaxy s6 edge white T-mobile , metro pcs",,T-Mobile,Samsung,good,"galaxy  s6",our address : 12504 vanowen st north hollywood,,,,,,
550,apple iOS,Firm! New IPhone 7 Plus Rose Gold 128 At&t,,AT&T,Apple,good,natalia s. calvo,,,,,,,
550,apple iOS,Firm! New IPhone 7 Plus Rose Gold 128 At&t,,AT&T,Apple,good,natalia s. calvo,call or text,,,,,,
130,android,LG V10 H901 T-mobile *LIKE NEW*,64,T-Mobile,LG,good,v10,Selling a used Samsung Galaxy S8 in good condition. Take a look at the pictures! No trades! Local area codes only,,,,,,
320,android,HTC U Ultra - Brilliant Black- 64GB/4GB - Dual SIM - Special Price,64,Unlocked,HTC,good,u ultra,I have a iphone 7 plus rose gold for sale,,,,,,
500,android,Samsung Galaxy S8,,Unlocked,Samsung,good,s8,32gb,,,,,,
100,apple iOS,iPhone 5s,16,Unlocked,Apple,good,iphone 5s,Unlocked,,,,,,
160,android,Samsung Galaxy S 5 AT&T (Excellent condition),,AT&T,Samsung,good,galaxy s 5,I got it from apple store new,,,,,,
280,android,Samsung GALAXY s6 tmobile,,T-Mobile,Samsung,good,s6,It's brand new,,,,,,
450,apple iOS,Gold iPhone 6s Plus with Box!,64,Unlocked,Apple,good,"gold iphone  6s",Clean imei,,,,,,
1450,apple iOS,Iphone X 64GB Space Grey - November 3rd Launch Day - Proof!,64,Unlocked,Apple,fair,iphone x,No blacklist,,,,,,
759,apple iOS,Brand New SEALED Box! Apple iPhone 7 Plus Latest Model 256GB Jet Black,256,Unlocked,Apple,good,"brand new  sealed",,,,,,,
700,apple iOS,New iPhone 8 ATT 256gb gold,256,AT&T,Apple,fair,"new iphone  8",No paypal or shipping,,,,,,
600,apple iOS,iPhone 7 Plus 128GB - Black - Like New,128,Unlocked,Apple,good,iphone 7 plus,,,,,,,
255,apple iOS,Apple iPhone 6 32GB AT&T LIKE NEW,32,AT&T,Apple,fair," iphone  6",CASH,,,,,,
180,apple iOS,Iphone 6 64gb verizon unlocked gold,64,Verizon,Apple,fair,iphone 6,,,,,,,
250,apple iOS,iPhone 6 Plus,64,Unlocked,Apple,fair,"iphone 6  plus",If interested plz call or text me at,,,,,,
327,apple iOS,Silver iPhone 6 plus 64GB unlocked - LIKE-NEW (A+ stock),64,Unlocked,Apple,good,iphone 6 plus,Samsung galaxy s6 gold T-mobile metro pcs simple mobile,,,,,,
250,apple iOS,iPhone 6 Plus,64,Unlocked,Apple,fair,"iphone 6  plus",,,,,,,
250,apple iOS,iPhone 6 Plus,64,Unlocked,Apple,fair,"iphone 6  plus",phone is in perfect condition and everything works fine.,,,,,,
420,apple iOS,iPhone 7 black 32 gb (unlocked) mint condition like new,7,Unlocked,Apple,good,iphone 7,,,,,,,
120,apple iOS,White iPhone 5S 16GB At&T Unlocked,16,AT&T,Apple,fair,iphone 5s,phone comes with usb and charger,,,,,,
450,apple iOS,UNLOCKED IPHONE 6S PLUS 128GB W/ LOTS OF EXTRAS!,128,Unlocked,Apple,good,iphone 6s plus,,,,,,,
75,other,Verizon Signal buster by Samsung,,Verizon,Samsung,good,scs-2u01,it has 30 days warranty,,,,,,
135,apple iOS,AT&T   I PHONE  5S  UNLOCKED,,AT&T,Apple,good,iphone 5s,,,,,,,
600,android,Samsung galaxy note 8 ATT cricket Tmobile metro,,AT&T,Samsung,good,"galaxy  note",call or text,,,,,,
600,android,Samsung galaxy note 8 ATT cricket Tmobile metro,,AT&T,Samsung,good,"galaxy  note", ,,,,,,
135,apple iOS,AT&T I PHONE 5S unlocked,16,AT&T,Apple,good,"at&t i  phone",,,,,,,
135,apple iOS,AT&T I PHONE 5S unlocked,16,AT&T,Apple,good,"at&t i  phone",,,,,,,
140,apple iOS,ATT -I PHONE 5S - UNLOCKED,32,AT&T,Apple,good,"att -i  phone",our address : 12504 vanowen st north hollywood,,,,,,
75,android,"CLEAN ESN, HTC One M8 (Harmon Kardon) - SPRINT - 5"" Screen",,Sprint,HTC,fair,one m8 / opcb700,samsung galaxy note 5 T-mobile metro pcs,,,,,,
45,apple iOS,iPhone 5s unlocked for parts/repair still works,,Unlocked,Apple,fair,iphone 5s,,,,,,,
70,android,"Metro 4G, Samsung-Avant",4,Unlocked,Samsung,good,avant,phone is in perfect condition and everything works fine,,,,,,
350,android,Samsung Galaxy S7 Edge - Black,,Unlocked,Samsung,good,galaxy s7 edge,,,,,,,
350,android,Samsung Galaxy S7 Edge - Black,,Unlocked,Samsung,good,galaxy s7 edge,phone comes with usb and charger,,,,,,
130,apple iOS,iPhone 5C unlocked,,Unlocked,Apple,fair,"iphone 5c  unlocked",,,,,,,
160,apple iOS,iPhone 5S,,Unlocked,Apple,fair,iphone 5s,it has 30 days warranty,,,,,,
160,apple iOS,iPhone 5S,,Unlocked,Apple,fair,iphone 5s,,,,,,,
120,apple iOS,Like new Apple iPhone 5s,,Unlocked,Apple,fair,iphone 5s,our address  :12504 vanowen st north hollywood,,,,,,
199,android,Samsung Galaxy S6,,Unlocked,Samsung,good,s6,,,,,,,
200,apple iOS,IPHONE 6s,,Unlocked,Apple,fair,iphone 6s,call or text,,,,,,
360,apple iOS,iPhone 6s unlocked excellent condition.,16,Unlocked,Apple,good,iphone 6s,BASIC SAMSUNG CONVOY 4 CELL PHONE FOR SALE IN EXCELLENT CONDITION FOR $60 OBO,,,,,,
800,android,Brand new Samsung Galaxy Note 8 for sale,64,Unlocked,Samsung,fair,note 8,"samsung galaxy s5 active green unlocked T-mobile , metro pcs cricket at&t",,,,,,
300,apple iOS,iPhone 6s mint,16,Unlocked,Apple,good,iphone 6s,phone is in perfect condition and everything works fine.,,,,,,
165,android,LG Stylo 3 Unlocked New,,Unlocked,LG,good,stylo 3,,,,,,,
165,android,LG Stylo 3 Unlocked New,,Unlocked,LG,good,stylo 3,phone comes with usb and charger,,,,,,
420,apple iOS,Mint iPhone 6s Plus,32,Unlocked,Apple,good,iphone 6s plus,,,,,,,
150,android,Two Galaxy S5 Phones,1,Unlocked,Samsung,good,"two galaxy  s5",it has 30 days warranty,,,,,,
450,apple iOS,iPhone X,2,Unlocked,Apple,fair,iphone x,,,,,,,
200,apple iOS,Sprint Iphone 6s 16 gig,16,Sprint,Apple,good,iphone 6s,our address : 12504 vanowen st north hollywood,,,,,,
200,apple iOS,"iPhone 6s 64gb AT&T att Space Gray (Touch ID not working, excellent co",64,AT&T,Apple,good,iphone 6s,,,,,,,
500,apple iOS,"iPhone 7 Plus, AT& T perfect condition Black Matt",,AT&T,Apple,good,iphone 7 plus,call or text,,,,,,
500,apple iOS,Samsung galaxy s8 T-mobile metro pcs,,T-Mobile,Samsung,good,"galaxy  s8",Samsung galaxy s7 T-mobile metro pcs,,,,,,
300,android,Samsung S7 Edge (Sprint),32,Sprint,Samsung,good,"s7  edge",,,,,,,
250,android,Samsung Galaxy S6 Edge Plus (Gold),,Unlocked,Samsung,fair,galaxy s6 edge plus,phone is in perfect condition and everything works fine.,,,,,,
160,android,Samsung Galaxy S 5 AT&T (Excellent condition),,AT&T,Samsung,good,galaxy s 5,,,,,,,
449,apple iOS,"NEW iPhone 6 S, 16 GB, Sprint",16,Sprint,Apple,good,6 s,phone comes with usb and charger,,,,,,
230,apple iOS,IPhone 6 - Total Wireless NEW,,Unlocked,Apple,good,iphone 6,,,,,,,
190,android,Samsung galaxy note 4 T-mobile metro pcs white,,T-Mobile,Samsung,good,"galaxy  note",our address : 12504 vanowen st north hollywood,,,,,,
160,android,Samsung Galaxy S5 G900A 16GB 4G LTE Smartphone,16,Unlocked,Samsung,fair,"galaxy  s5",,,,,,,
149,apple iOS,Boost Mobile iPhone 6 32GB,32,Unlocked,Apple,fair,"boost mobile  iphone",call or text,,,,,,
45,apple iOS,"Shockproof, Waterproof, Dustproof and Powerbank SPEAKER",,Unlocked,Apple,fair,"shockproof, waterproof,  dustproof",Samsung galaxy s7 T-mobile metro pcs,,,,,,
120,apple iOS,Original Apple iPhone 2G first gen,2,Unlocked,Apple,fair,"original   iphone",,,,,,,
